"데이터버전","분석단위","자치구명","법정동명","법정동코드8","면적구간","예산구간","거래건수","가격_중앙값_만원","가격_중앙값_억원","단가_중앙값_만원_m2","최소금액_만원","최대금액_만원","거래기간_시작","거래기간_끝","가격표본_신뢰도","GBD_시간분","YBD_시간분","CBD_시간분","3대도심_평균통근시간분","강남_광화문_평균통근시간분","강남_광화문_최장통근시간분","강남_여의도_평균통근시간분","강남_여의도_최장통근시간분","여의도_광화문_평균통근시간분","여의도_광화문_최장통근시간분","매핑_행정동수","통근자료_매핑수","통근자료상태","하락기_낙폭_%","저점대비_회복률_%","방어력_고점분기","방어력_저점분기","방어력_최근분기","유효분기수","방어력_거래건수합","현재고점_미검증","방어력상태","3040비중_%","3040_기준분기","통근점수","방어력점수","3040친화점수","유동성점수","통근점수_강남_광화문","통근점수_강남_여의도","통근점수_여의도_광화문","기존후보마스터_종합점수","기준_종합점수_검토용","최종_종합점수","통근우선_종합점수","방어우선_종합점수","시나리오점수_강남_광화문","시나리오점수_강남_여의도","시나리오점수_여의도_광화문","추천순위_예산면적내","통근우선순위_예산면적내","방어우선순위_예산면적내","강남_광화문_순위_예산면적내","강남_여의도_순위_예산면적내","여의도_광화문_순위_예산면적내","최종추천대상","추천상태","제외_주의사유","가격_산정기준","통근_산정기준","점수_가중치","참조기록","예산상한_억원","예산잔액_억원","가성비율_%","가성비순위_예산면적내","가성비점수","최종_안정성점수","안정성_출처","최종_종합점수_v2","추천상태_v2","최종추천대상_v2"
"v4.0_20260902","법정동×면적구간","마포구","공덕동","11440102.0","59㎡급(55~65)","12억 초과","38","181250.0","18.12","3025.87646076795","139500","262000","20260110","20260727","충분(10건+)","63.4","30.8","35.0","43.1","49.2","63.4","47.1","63.4","32.9","35.0","3","3","검증완료_v2기준","0.0","","20261.0","20261.0","20261.0","21.0","1028.0","True","현재고점_미검증","32.81","20261","88.1","","54.1","50.2","64.3","74.2","93.5","79.2","","","","","","","","","","","","","","False","제외_핵심자료미검증·결측","방어력:현재고점_미검증","2026년 서울 아파트 실거래(취소제외), 면적구간별 중앙값","v2 행정동 통근시간을 KIKmix 가중치로 법정동 환산; GBD 6개·YBD 여의동·CBD 3개 핵심 행정동","기준=통근35+방어30+3040 25+유동성10","대화기록_1조프로젝트_데이터검증_20260829.md","","","","77","27.6","27.6","가성비(대체)","57.7","추천가능_가성비대체","True"
"v4.0_20260902","법정동×면적구간","마포구","마포동","11440107.0","59㎡급(55~65)","12억 초과","5","143000.0","14.3","2387.3121869783","95000","149000","20260123","20260625","참고(5~9건)","59.0","24.7","39.0","40.9","49.0","59.0","41.9","59.0","31.8","39.0","2","2","검증완료_v2기준","-55.3","78.2","20213.0","20234.0","20254.0","13.0","113.0","False","검증완료","43.17","20261","93.5","14.5","78.5","18.6","64.9","84.6","95.6","58.2","58.6","","","","","","","","","","","","","False","참고용_가격표본부족","가격표본:참고(5~9건)","2026년 서울 아파트 실거래(취소제외), 면적구간별 중앙값","v2 행정동 통근시간을 KIKmix 가중치로 법정동 환산; GBD 6개·YBD 여의동·CBD 3개 핵심 행정동","기준=통근35+방어30+3040 25+유동성10","대화기록_1조프로젝트_데이터검증_20260829.md","","","","31","71.0","14.5","방어력(실측)","58.6","참고용_가격표본부족","False"
"v4.0_20260902","법정동×면적구간","마포구","신공덕동","11440103.0","59㎡급(55~65)","12억 초과","18","165000.0","16.5","2751.83455637091","147000","195000","20260109","20260717","충분(10건+)","63.2","29.2","35.3","42.6","49.2","63.2","46.2","63.2","32.2","35.3","1","1","검증완료_v2기준","0.0","","20261.0","20261.0","20261.0","19.0","619.0","True","현재고점_미검증","33.07","20261","89.4","","54.8","38.0","64.3","76.0","94.8","78.6","","","","","","","","","","","","","","False","제외_핵심자료미검증·결측","방어력:현재고점_미검증","2026년 서울 아파트 실거래(취소제외), 면적구간별 중앙값","v2 행정동 통근시간을 KIKmix 가중치로 법정동 환산; GBD 6개·YBD 여의동·CBD 3개 핵심 행정동","기준=통근35+방어30+3040 25+유동성10","대화기록_1조프로젝트_데이터검증_20260829.md","","","","60","43.3","43.3","가성비(대체)","61.8","추천가능_가성비대체","True"
"v4.0_20260902","법정동×면적구간","마포구","신정동","11440117.0","59㎡급(55~65)","12억 초과","5","150000.0","15.0","2500.83361120373","135000","158000","20260128","20260715","참고(5~9건)","64.2","24.9","41.6","43.5","52.9","64.2","44.6","64.2","33.2","41.6","2","2","검증완료_v2기준","","","","","","","","","방어력_자료부족","","20261","86.9","","","18.6","55.3","79.3","92.9","","","","","","","","","","","","","","","False","제외_핵심자료미검증·결측","방어력:방어력_자료부족; 3040비중 자료없음; 가격표본:참고(5~9건)","2026년 서울 아파트 실거래(취소제외), 면적구간별 중앙값","v2 행정동 통근시간을 KIKmix 가중치로 법정동 환산; GBD 6개·YBD 여의동·CBD 3개 핵심 행정동","기준=통근35+방어30+3040 25+유동성10","대화기록_1조프로젝트_데이터검증_20260829.md","","","","43","59.5","59.5","가성비(대체)","50.1","제외_핵심자료미검증·결측","False"
"v4.0_20260902","법정동×면적구간","마포구","용강동","11440105.0","59㎡급(55~65)","12억 초과","7","188000.0","18.8","3133.8556426071","67000","248000","20260119","20260803","참고(5~9건)","59.3","25.1","42.0","42.1","50.6","59.3","42.2","59.3","33.6","42.0","1","1","검증완료_v2기준","0.0","","20261.0","20261.0","20261.0","14.0","238.0","True","현재고점_미검증","34.13","20261","90.4","","57.2","23.4","60.8","84.0","92.3","78.3","","","","","","","","","","","","","","False","제외_핵심자료미검증·결측","방어력:현재고점_미검증; 가격표본:참고(5~9건)","2026년 서울 아파트 실거래(취소제외), 면적구간별 중앙값","v2 행정동 통근시간을 KIKmix 가중치로 법정동 환산; GBD 6개·YBD 여의동·CBD 3개 핵심 행정동","기준=통근35+방어30+3040 25+유동성10","대화기록_1조프로젝트_데이터검증_20260829.md","","","","82","22.9","22.9","가성비(대체)","55.2","제외_핵심자료미검증·결측","False"
"v4.0_20260902","법정동×면적구간","마포구","창전동","11440114.0","59㎡급(55~65)","12억 초과","18","142250.0","14.22","2373.20653987321","42800","181000","20260116","20260723","충분(10건+)","64.5","26.0","40.6","43.7","52.6","64.5","45.2","64.5","33.3","40.6","1","1","검증완료_v2기준","0.0","","20261.0","20261.0","20261.0","18.0","521.0","True","현재고점_미검증","31.49","20261","86.6","","51.0","38.0","56.1","77.9","92.8","76.9","","","","","","","","","","","","","","False","제외_핵심자료미검증·결측","방어력:현재고점_미검증","2026년 서울 아파트 실거래(취소제외), 면적구간별 중앙값","v2 행정동 통근시간을 KIKmix 가중치로 법정동 환산; GBD 6개·YBD 여의동·CBD 3개 핵심 행정동","기준=통근35+방어30+3040 25+유동성10","대화기록_1조프로젝트_데이터검증_20260829.md","","","","27","75.2","75.2","가성비(대체)","69.4","추천가능_가성비대체","True"
"v4.0_20260902","법정동×면적구간","마포구","토정동","11440106.0","59㎡급(55~65)","12억 초과","4","176500.0","17.65","2948.35336008031","169500","180000","20260108","20260711","경고(5건미만)","59.3","25.1","42.0","42.1","50.6","59.3","42.2","59.3","33.6","42.0","1","1","검증완료_v2기준","","","","","","","","","방어력_자료부족","","20261","90.4","","","15.5","60.8","84.0","92.3","","","","","","","","","","","","","","","False","제외_핵심자료미검증·결측","방어력:방어력_자료부족; 3040비중 자료없음; 가격표본:경고(5건미만)","2026년 서울 아파트 실거래(취소제외), 면적구간별 중앙값","v2 행정동 통근시간을 KIKmix 가중치로 법정동 환산; GBD 6개·YBD 여의동·CBD 3개 핵심 행정동","기준=통근35+방어30+3040 25+유동성10","대화기록_1조프로젝트_데이터검증_20260829.md","","","","71","32.9","32.9","가성비(대체)","43.1","제외_핵심자료미검증·결측","False"
"v4.0_20260902","법정동×면적구간","마포구","현석동","11440112.0","59㎡급(55~65)","12억 초과","13","160000.0","16.0","2676.48042823687","147000","203000","20260102","20260725","충분(10건+)","63.9","23.8","42.5","43.4","53.2","63.9","43.8","63.9","33.2","42.5","1","1","검증완료_v2기준","0.0","","20261.0","20261.0","20261.0","16.0","228.0","True","현재고점_미검증","39.09","20261","87.3","","68.9","32.9","54.5","80.7","93.1","80.8","","","","","","","","","","","","","","False","제외_핵심자료미검증·결측","방어력:현재고점_미검증","2026년 서울 아파트 실거래(취소제외), 면적구간별 중앙값","v2 행정동 통근시간을 KIKmix 가중치로 법정동 환산; GBD 6개·YBD 여의동·CBD 3개 핵심 행정동","기준=통근35+방어30+3040 25+유동성10","대화기록_1조프로젝트_데이터검증_20260829.md","","","","51","52.4","52.4","가성비(대체)","66.8","추천가능_가성비대체","True"
"v4.0_20260902","법정동×면적구간","서대문구","북아현동","11410110.0","59㎡급(55~65)","12억 초과","53","139500.0","13.95","2326.55103402268","100000","200000","20260106","20260821","충분(10건+)","63.7","36.4","27.2","42.4","45.5","63.7","50.0","63.7","31.8","36.4","2","2","검증완료_v2기준","0.0","","20261.0","20261.0","20261.0","21.0","1162.0","True","현재고점_미검증","27.42","20261","89.7","","41.5","55.7","73.7","68.4","95.6","77.3","","","","","","","","","","","","","","False","제외_핵심자료미검증·결측","방어력:현재고점_미검증","2026년 서울 아파트 실거래(취소제외), 면적구간별 중앙값","v2 행정동 통근시간을 KIKmix 가중치로 법정동 환산; GBD 6개·YBD 여의동·CBD 3개 핵심 행정동","기준=통근35+방어30+3040 25+유동성10","대화기록_1조프로젝트_데이터검증_20260829.md","","","","23","78.1","78.1","가성비(대체)","70.8","추천가능_가성비대체","True"
"v4.0_20260902","법정동×면적구간","서대문구","합동","11410103.0","59㎡급(55~65)","12억 초과","1","138000.0","13.8","2301.68790446327","138000","138000","20260626","20260626","경고(5건미만)","62.3","35.1","23.9","40.4","43.1","62.3","48.7","62.3","29.5","35.1","1","1","검증완료_v2기준","","","","","","","","","방어력_자료부족","44.6","20261","94.6","","81.9","0.0","79.6","71.0","100.0","","","","","","","","","","","","","","","False","제외_핵심자료미검증·결측","방어력:방어력_자료부족; 가격표본:경고(5건미만)","2026년 서울 아파트 실거래(취소제외), 면적구간별 중앙값","v2 행정동 통근시간을 KIKmix 가중치로 법정동 환산; GBD 6개·YBD 여의동·CBD 3개 핵심 행정동","기준=통근35+방어30+3040 25+유동성10","대화기록_1조프로젝트_데이터검증_20260829.md","","","","22","80.0","80.0","가성비(대체)","77.6","제외_핵심자료미검증·결측","False"
"v4.0_20260902","법정동×면적구간","서초구","내곡동","11650109.0","59㎡급(55~65)","12억 초과","4","165000.0","16.5","2778.31638792871","162000","167700","20260411","20260704","경고(5건미만)","43.3","61.0","64.2","56.2","53.8","64.2","52.2","61.0","62.6","64.2","1","1","검증완료_v2기준","-15.1","0.0","20251.0","20261.0","20261.0","14.0","147.0","False","검증완료","9.8","20261","56.0","77.1","0.0","15.5","53.1","64.1","37.1","43.3","44.3","","","","","","","","","","","","","False","참고용_가격표본부족","가격표본:경고(5건미만)","2026년 서울 아파트 실거래(취소제외), 면적구간별 중앙값","v2 행정동 통근시간을 KIKmix 가중치로 법정동 환산; GBD 6개·YBD 여의동·CBD 3개 핵심 행정동","기준=통근35+방어30+3040 25+유동성10","대화기록_1조프로젝트_데이터검증_20260829.md","","","","60","43.3","77.1","방어력(실측)","44.3","참고용_가격표본부족","False"
"v4.0_20260902","법정동×면적구간","서초구","방배동","11650101.0","59㎡급(55~65)","12억 초과","33","187000.0","18.7","3121.86978297162","75000","258500","20260118","20260711","충분(10건+)","37.7","44.1","50.7","44.2","44.2","50.7","40.9","44.1","47.4","50.7","6","6","검증완료_v2기준","0.0","","20261.0","20261.0","20261.0","21.0","1783.0","True","현재고점_미검증","32.76","20261","85.4","","54.0","47.9","76.9","86.6","66.0","78.2","","","","","","","","","","","","","","False","제외_핵심자료미검증·결측","방어력:현재고점_미검증","2026년 서울 아파트 실거래(취소제외), 면적구간별 중앙값","v2 행정동 통근시간을 KIKmix 가중치로 법정동 환산; GBD 6개·YBD 여의동·CBD 3개 핵심 행정동","기준=통근35+방어30+3040 25+유동성10","대화기록_1조프로젝트_데이터검증_20260829.md","","","","81","23.8","23.8","가성비(대체)","55.3","추천가능_가성비대체","True"
"v4.0_20260902","법정동×면적구간","서초구","신원동","11650111.0","59㎡급(55~65)","12억 초과","5","170000.0","17.0","2836.64274987485","168000","178000","20260106","20260630","참고(5~9건)","43.3","61.0","64.2","56.2","53.8","64.2","52.2","61.0","62.6","64.2","1","1","검증완료_v2기준","-12.4","54.5","20252.0","20253.0","20261.0","12.0","105.0","False","검증완료","29.64","20261","56.0","81.3","46.7","18.6","53.1","64.1","37.1","56.5","57.5","","","","","","","","","","","","","False","참고용_가격표본부족","가격표본:참고(5~9건)","2026년 서울 아파트 실거래(취소제외), 면적구간별 중앙값","v2 행정동 통근시간을 KIKmix 가중치로 법정동 환산; GBD 6개·YBD 여의동·CBD 3개 핵심 행정동","기준=통근35+방어30+3040 25+유동성10","대화기록_1조프로젝트_데이터검증_20260829.md","","","","63","40.0","81.3","방어력(실측)","57.5","참고용_가격표본부족","False"
"v4.0_20260902","법정동×면적구간","서초구","우면동","11650103.0","59㎡급(55~65)","12억 초과","26","157750.0","15.78","2630.04334778259","112000","184000","20260117","20260804","충분(10건+)","29.4","56.8","58.9","48.4","44.2","58.9","43.1","56.8","57.8","58.9","1","1","검증완료_v2기준","0.0","","20261.0","20261.0","20261.0","20.0","598.0","True","현재고점_미검증","29.75","20261","75.1","","46.9","44.0","77.0","82.2","46.1","71.0","","","","","","","","","","","","","","False","제외_핵심자료미검증·결측","방어력:현재고점_미검증","2026년 서울 아파트 실거래(취소제외), 면적구간별 중앙값","v2 행정동 통근시간을 KIKmix 가중치로 법정동 환산; GBD 6개·YBD 여의동·CBD 3개 핵심 행정동","기준=통근35+방어30+3040 25+유동성10","대화기록_1조프로젝트_데이터검증_20260829.md","","","","50","53.3","53.3","가성비(대체)","58.4","추천가능_가성비대체","True"
"v4.0_20260902","법정동×면적구간","성동구","금호동1가","11200109.0","59㎡급(55~65)","12억 초과","44","166000.0","16.6","2771.28547579299","140000","215000","20260114","20260721","충분(10건+)","42.7","48.4","38.9","43.3","40.8","42.7","45.6","48.4","43.6","48.4","1","1","검증완료_v2기준","0.0","","20261.0","20261.0","20261.0","19.0","645.0","True","현재고점_미검증","26.87","20261","87.5","","40.2","52.6","85.3","77.3","73.1","75.2","","","","","","","","","","","","","","False","제외_핵심자료미검증·결측","방어력:현재고점_미검증","2026년 서울 아파트 실거래(취소제외), 면적구간별 중앙값","v2 행정동 통근시간을 KIKmix 가중치로 법정동 환산; GBD 6개·YBD 여의동·CBD 3개 핵심 행정동","기준=통근35+방어30+3040 25+유동성10","대화기록_1조프로젝트_데이터검증_20260829.md","","","","62","41.9","41.9","가성비(대체)","58.5","추천가능_가성비대체","True"
"v4.0_20260902","법정동×면적구간","성동구","금호동2가","11200110.0","59㎡급(55~65)","12억 초과","15","205000.0","20.5","3417.23620603434","184000","221000","20260118","20260806","충분(10건+)","41.9","47.9","37.1","42.3","39.5","41.9","44.9","47.9","42.5","47.9","1","1","검증완료_v2기준","0.0","","20261.0","20261.0","20261.0","19.0","547.0","True","현재고점_미검증","27.69","20261","90.0","","42.1","35.1","88.5","78.6","75.3","75.2","","","","","","","","","","","","","","False","제외_핵심자료미검증·결측","방어력:현재고점_미검증","2026년 서울 아파트 실거래(취소제외), 면적구간별 중앙값","v2 행정동 통근시간을 KIKmix 가중치로 법정동 환산; GBD 6개·YBD 여의동·CBD 3개 핵심 행정동","기준=통근35+방어30+3040 25+유동성10","대화기록_1조프로젝트_데이터검증_20260829.md","","","","85","20.0","20.0","가성비(대체)","51.5","추천가능_가성비대체","True"
"v4.0_20260902","법정동×면적구간","성동구","금호동3가","11200111.0","59㎡급(55~65)","12억 초과","20","163500.0","16.35","2726.3631815908","147000","178500","20260111","20260722","충분(10건+)","41.9","47.9","37.1","42.3","39.5","41.9","44.9","47.9","42.5","47.9","1","1","검증완료_v2기준","0.0","","20261.0","20261.0","20261.0","18.0","423.0","True","현재고점_미검증","26.72","20261","90.0","","39.8","39.7","88.5","78.6","75.3","75.1","","","","","","","","","","","","","","False","제외_핵심자료미검증·결측","방어력:현재고점_미검증","2026년 서울 아파트 실거래(취소제외), 면적구간별 중앙값","v2 행정동 통근시간을 KIKmix 가중치로 법정동 환산; GBD 6개·YBD 여의동·CBD 3개 핵심 행정동","기준=통근35+방어30+3040 25+유동성10","대화기록_1조프로젝트_데이터검증_20260829.md","","","","57","46.7","46.7","가성비(대체)","59.4","추천가능_가성비대체","True"
